Data collection started on {01/24/2018 14:13:47.471}
[Time] 	 [G1.X] 	 [G1.Y] 	 [G1.Z] 	 [G2.X] 	 [G2.Y] 	 [G2.Z] 	 [G3.X] 	 [G3.Y] 	 [G3.Z] 	 [G4.X] 	 [G4.Y] 	 [G4.Z] 	 [A1.X] 	 [A1.Y] 	 [A1.Z] 	 [A2.X] 	 [A2.Y] 	 [A2.Z] 	 [A3.X] 	 [A3.Y] 	 [A3.Z] 	 [A4.X] 	 [A4.Y] 	 [A4.Z] 	 [M1.X] 	 [M1.Y] 	 [M1.Z] 	 [M2.X] 	 [M2.Y] 	 [M2.Z] 	 [M3.X] 	 [M3.Y] 	 [M3.Z] 	 [M4.X] 	 [M4.Y] 	 [M4.Z] 	 [EMG1] 	 [EMG2] 	 [PULSE A] 	 [PULSE B]	
5.4400000000	-0.6790264744	0.5874723430	0.0381475547	1.3046463722	3.4561684596	2.8763256275	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6951400015	-0.2298008698	-0.6590066377	0.3306324865	-0.0933241779	-0.8753185321	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0105897612	0.0256656748	-0.3045395590	0.0900587472	-0.0160219730	-0.0257877470	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8845654994	2.8528267338	2.4750377661	2.4750377661	
5.4600000000	1.9760433356	-2.6474402991	1.6556038758	2.5101091020	2.0370794232	2.1133745327	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.7101548791	-0.2221103227	-0.6509498741	0.3540703441	-0.0834363317	-0.8722667277	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0103456168	0.0242618448	-0.3049057755	0.0877393759	-0.0108949416	-0.0316472114	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8906691081	2.8613717861	2.4750377661	2.4750377661	
5.4800000000	4.3411917296	-5.0278477150	2.8305485618	3.2272831312	0.7553215839	1.6403448539	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.7165026322	-0.2128328374	-0.6419165332	0.3629816129	-0.0775768673	-0.8723887999	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0112611582	0.0242008087	-0.3038681621	0.0887769894	-0.0165102617	-0.0240787366	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8992141604	2.8516060121	2.4750377661	2.4750377661	
5.5000000000	4.9668116274	-4.6616311894	3.4103913939	3.1815060655	0.0076295109	1.7318989853	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.7085679408	-0.2042877852	-0.6273899443	0.3644464790	-0.0702525368	-0.8701915007	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0112001221	0.0232852674	-0.3017929351	0.0865186542	-0.0151064317	-0.0320744640	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9065384909	2.8491645686	2.4750377661	2.4750377661	
5.5200000000	3.9902342260	-3.5019455253	2.2812237736	2.5101091020	-0.4959182116	2.1438925765	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6983138781	-0.1996490425	-0.6124971389	0.3615167468	-0.0675669490	-0.8665293355	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0105897612	0.0246280613	-0.3051499199	0.0887159533	-0.0144960708	-0.0165712978	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8638132296	2.8320744640	2.4750377661	2.4750377661	
5.5400000000	1.6861219196	-2.1896696422	0.5264362554	1.0910200656	-0.6027313649	2.2964827955	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6886701762	-0.2014801251	-0.6199435416	0.3494316014	-0.0648813611	-0.8688487068	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0104676890	0.0240177005	-0.3049668116	0.0884718090	-0.0155947204	-0.0232852674	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9004348821	2.8345159075	2.4750377661	2.4750377661	
5.5600000000	-0.5874723430	-1.2588693065	-0.8468757153	-0.2517738613	-0.8621347372	2.8915846494	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6832990005	-0.2046540017	-0.6320286870	0.3416189822	-0.0682993820	-0.8708018616	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0113832303	0.0239566644	-0.3047837034	0.0909132525	-0.0141298543	-0.0274967575	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8882276646	2.8332951858	2.4750377661	2.4750377661	
5.5800000000	-1.4114595254	-1.4419775692	-2.4643320363	-0.4196231022	-0.8163576715	2.5253681239	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6747539483	-0.2072175174	-0.6459449149	0.3325856413	-0.0745250629	-0.8739757382	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0098573281	0.0235294118	-0.3048447395	0.0932936599	-0.0159609369	-0.0191958495	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8918898299	2.8577096208	2.4750377661	2.4750377661	
5.6000000000	-1.2130922408	-2.3880369268	-2.8305485618	0.0686655985	-1.1520561532	2.3880369268	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6724345769	-0.2167391470	-0.6554665446	0.3252613107	-0.0752574960	-0.8761730373	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0107728695	0.0238956283	-0.3042343786	0.0886549172	-0.0167544060	-0.0232242313	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9065384909	2.8589303426	2.4750377661	2.4750377661	
5.6200000000	-0.2975509270	-2.9983978027	-3.1815060655	0.6790264744	-0.9994659342	1.5182726787	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6612039368	-0.2294346532	-0.6572976272	0.3119554437	-0.0884412909	-0.8783703365	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110170138	0.0245059892	-0.3048447395	0.0853589685	-0.0178530556	-0.0165712978	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8979934386	2.8516060121	2.4750377661	2.4750377661	
5.6400000000	0.1297016861	-3.7460898756	-2.8305485618	1.0757610437	-0.6179903868	1.1367971313	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6608377203	-0.2455481804	-0.6478980697	0.3046311131	-0.1018692302	-0.8783703365	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0097962921	0.0227969787	-0.3061264973	0.0896314946	-0.0144350347	-0.0270084688	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9065384909	2.8528267338	2.4750377661	2.4750377661	
5.6600000000	0.8773937591	-3.8681620508	-1.7929350729	1.0299839780	-0.1144426642	1.1673151751	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6580300603	-0.2590981918	-0.6422827497	0.3054856184	-0.1076066224	-0.8770275425	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0106507973	0.0240177005	-0.3053940642	0.0874952316	-0.0173037308	-0.0077821012	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9224078737	2.8625925078	2.4750377661	2.4750377661	
5.6800000000	1.4572365911	-2.9373617151	-0.4959182116	0.9384298466	0.6485084306	1.3351644160	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6564431220	-0.2589761196	-0.6363012131	0.3031662470	-0.1113908598	-0.8744640269	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0113832303	0.0227969787	-0.3054551003	0.0863355459	-0.0148622873	-0.0301823453	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8992141604	2.8564888991	2.4750377661	2.4750377661	
5.7000000000	2.0218204013	-1.5945677882	0.6637674525	0.6332494087	1.8997482261	1.5793087663	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6564431220	-0.2510414282	-0.6301976043	0.3034103914	-0.1038223850	-0.8770275425	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0124208438	0.0233463035	-0.3050888838	0.0874341955	-0.0179751278	-0.0305485618	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8967727169	2.8723582818	2.4750377661	2.4750377661	
5.7200000000	1.7776760510	-0.0228885328	0.8773937591	-0.0076295109	2.9221026932	1.9302662699	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6588845655	-0.2350499733	-0.6280003052	0.3082932784	-0.0980849928	-0.8745860990	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0102235447	0.0242618448	-0.3039291981	0.0899366751	-0.0140688182	-0.0195620661	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8918898299	2.8503852903	2.4750377661	2.4750377661	
5.7400000000	-0.0076295109	0.6027313649	0.0534065766	-1.0910200656	3.5324635691	2.0523384451	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6663309682	-0.2217441062	-0.6337376974	0.3196459907	-0.0889295796	-0.8733653773	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0116273747	0.0241397726	-0.3048447395	0.0868848707	-0.0130312047	-0.0271915770	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8772411688	2.8686961166	2.4750377661	2.4750377661	
5.7600000000	-1.5945677882	0.3738460365	-0.9994659342	-1.9607843137	3.5477225910	1.8081940948	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6814679179	-0.2094148165	-0.6389868009	0.3279468986	-0.0792858778	-0.8727550164	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0115663386	0.0245670253	-0.3044174868	0.0899366751	-0.0160219730	-0.0232242313	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8882276646	2.8528267338	2.4750377661	2.4750377661	
5.7800000000	-1.6098268101	-0.2059967956	-1.9760433356	-1.6708628977	2.8305485618	1.5182726787	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6906233310	-0.1984283207	-0.6478980697	0.3444266423	-0.0659800107	-0.8729991608	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110170138	0.0246890974	-0.3049057755	0.0849317159	-0.0166933700	-0.0155947204	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9016556039	2.8516060121	2.4750377661	2.4750377661	
5.8000000000	-0.1907377737	-0.5416952773	-2.2659647517	-0.2975509270	1.9913023575	1.3656824598	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6924544137	-0.1935454337	-0.6505836576	0.3445487144	-0.0537727932	-0.8750743877	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0102845808	0.0242008087	-0.3019760433	0.0904249638	-0.0149233234	-0.0301823453	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9102006561	2.8369573510	2.4750377661	2.4750377661	
5.8200000000	0.5722133211	-1.3962005035	-2.1438925765	0.9384298466	0.7248035401	1.3504234379	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6920881971	-0.2035553521	-0.6530251011	0.3438162814	-0.0541390097	-0.8759288930	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110170138	0.0255436027	-0.3058213169	0.0861524376	-0.0158388647	-0.0101625086	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8772411688	2.8357366293	2.4750377661	2.4750377661	
5.8400000000	0.6942854963	-2.4338139925	-2.0675974670	1.6403448539	0.2059967956	1.4419775692	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6853742275	-0.2167391470	-0.6510719463	0.3357595178	-0.0665903716	-0.8777599756	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0104066529	0.0234073396	-0.3033798734	0.0883497368	-0.0146791791	-0.0262149996	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9028763256	2.8674753948	2.4750377661	2.4750377661	
5.8600000000	0.8621347372	-3.5324635691	-2.0065613794	1.4114595254	0.1754787518	1.5335317006	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6735332265	-0.2306553750	-0.6459449149	0.3292896925	-0.0831921874	-0.8747081712	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0104066529	0.0248722057	-0.3048447395	0.0874341955	-0.0140688182	-0.0178530556	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8735790036	2.8516060121	2.4750377661	2.4750377661	
5.8800000000	0.3891050584	-3.4561684596	-2.2201876860	0.7400625620	0.6790264744	1.3656824598	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6682841230	-0.2372472724	-0.6333714809	0.3218432898	-0.0945448997	-0.8740978103	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0118104829	0.0246280613	-0.3046616312	0.0869459068	-0.0148012512	-0.0225528344	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8955519951	2.8540474556	2.4750377661	2.4750377661	
5.9000000000	0.0534065766	-2.0065613794	-2.0675974670	-0.1449607080	1.6708628977	1.1978332189	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6620584421	-0.2401770047	-0.6232394903	0.3162279698	-0.1010147250	-0.8760509651	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0099794003	0.0245059892	-0.3048447395	0.0868238346	-0.0141908904	-0.0178530556	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8992141604	2.8577096208	2.4750377661	2.4750377661	
5.9200000000	-0.3128099489	-0.1602197299	-2.2507057298	-0.7248035401	2.2964827955	1.3656824598	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6629129473	-0.2426184482	-0.6233615625	0.3163500420	-0.1062638285	-0.8732433051	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0108339055	0.0249332418	-0.3049057755	0.0890211337	-0.0173647669	-0.0164492256	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8845654994	2.8540474556	2.4750377661	2.4750377661	
5.9400000000	-0.6027313649	0.9384298466	-1.7318989853	-0.8163576715	2.5253681239	1.3962005035	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6702372778	-0.2433508812	-0.6364232853	0.3176928359	-0.1006485084	-0.8748302434	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0126649882	0.0239566644	-0.3047837034	0.0884107729	-0.0125429160	-0.0251163500	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8821240558	2.8235294118	2.4750377661	2.4750377661	
5.9600000000	-0.1297016861	0.6485084306	-0.8926527810	-0.9079118029	2.3727779049	1.6556038758	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6790264744	-0.2362706950	-0.6465552758	0.3241626612	-0.0896620127	-0.8733653773	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0114442664	0.0235294118	-0.3052109560	0.0872510872	-0.0174258030	-0.0226138705	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9028763256	2.8577096208	2.4750377661	2.4750377661	
5.9800000000	0.4654001678	-1.0757610437	0.1449607080	-0.3585870146	1.8081940948	1.9760433356	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6834210727	-0.2301670863	-0.6563210498	0.3299000534	-0.0805065995	-0.8761730373	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0108339055	0.0242008087	-0.3046005951	0.0893263142	-0.0173647669	-0.0220645457	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8967727169	2.8186465248	2.4750377661	2.4750377661	
6.0000000000	0.6637674525	-3.0136568246	0.5264362554	0.2822919051	0.8316166934	2.1286335546	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6878156710	-0.2186923018	-0.6544899672	0.3322194247	-0.0729381247	-0.8749523156	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110170138	0.0235294118	-0.3047226673	0.0873121233	-0.0133974212	-0.0177920195	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8882276646	2.8393987945	2.4750377661	2.4750377661	
6.0200000000	0.5111772335	-3.8376440070	0.1754787518	0.3585870146	0.5569542992	2.1744106203	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6812237736	-0.2147859922	-0.6470435645	0.3342946517	-0.0729381247	-0.8738536660	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0120546273	0.0236514839	-0.3046005951	0.0877393759	-0.0140077821	-0.0108339055	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8955519951	2.8284122988	2.4750377661	2.4750377661	
6.0400000000	-0.0991836423	-3.2425421530	-0.5416952773	0.0991836423	0.8468757153	2.3422598611	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6773174640	-0.2136873426	-0.6354467079	0.3329518578	-0.0725719081	-0.8754406043	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0111390860	0.0238345922	-0.3048447395	0.0858472572	-0.0148622873	-0.0202334630	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8845654994	2.8577096208	2.4750377661	2.4750377661	
6.0600000000	-1.1673151751	-1.5335317006	-1.1673151751	-0.4959182116	1.6250858320	2.5711451896	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6714579995	-0.2183260853	-0.6231174182	0.3302662699	-0.0764782177	-0.8722667277	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0109559777	0.0244449531	-0.3061875334	0.0842603189	-0.0149233234	-0.0002136263	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8955519951	2.8393987945	2.4750377661	2.4750377661	
6.0800000000	-1.7624170291	0.8773937591	-1.4114595254	-0.9536888685	2.5558861677	2.7847714961	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6674296178	-0.2191805905	-0.6210421912	0.3247730220	-0.0775768673	-0.8743419547	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0110780499	0.0240787366	-0.3050888838	0.0885328450	-0.0125429160	-0.0237125200	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8796826123	2.8369573510	2.4750377661	2.4750377661	
6.1000000000	-0.8316166934	2.3575188830	-2.1744106203	-0.7400625620	3.5019455253	2.4338139925	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6641336690	-0.2124666209	-0.6284885939	0.3190356298	-0.0713511864	-0.8705577173	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0105897612	0.0238345922	-0.3052109560	0.0887769894	-0.0146181430	-0.0269474327	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8772411688	2.8601510643	2.4750377661	2.4750377661	
6.1200000000	-1.4267185473	2.2659647517	-2.8763256275	-1.2283512627	3.6087586786	2.0370794232	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6731670100	-0.2162508583	-0.6406958114	0.3248950942	-0.0780651560	-0.8734874495	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0102845808	0.0245059892	-0.3056992447	0.0907301442	-0.0129091325	-0.0190127413	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8967727169	2.8686961166	2.4750377661	2.4750377661	
6.1400000000	-2.6016632334	0.8468757153	-2.9831387808	-1.6098268101	3.3798733501	2.1591515984	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6785381857	-0.2279697871	-0.6487525750	0.3269703212	-0.0828259709	-0.8772716869	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0107728695	0.0251773861	-0.3044174868	0.0861524376	-0.0147402152	-0.0207827878	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9077592126	2.8723582818	2.4750377661	2.4750377661	
6.1600000000	-2.0981155108	0.0534065766	-2.2812237736	-1.3656824598	2.9526207370	2.0981155108	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6817120623	-0.2272373541	-0.6478980697	0.3308766308	-0.0834363317	-0.8784924086	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0097962921	0.0247501335	-0.3056992447	0.0878004120	-0.0135194934	-0.0231021592	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8906691081	2.8589303426	2.4750377661	2.4750377661	
6.1800000000	-0.9842069123	-0.8010986496	-0.7095445182	-0.4959182116	2.3575188830	2.3575188830	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6868390936	-0.2288242924	-0.6448462654	0.3341725795	-0.0766002899	-0.8740978103	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0108339055	0.0238956283	-0.3021591516	0.0883497368	-0.0109559777	-0.0332951858	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8735790036	2.8284122988	2.4750377661	2.4750377661	
6.2000000000	0.6942854963	-1.3962005035	0.2975509270	0.5722133211	1.8081940948	2.5864042115	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6887922484	-0.2287022202	-0.6477759976	0.3389333944	-0.0787975891	-0.8756847486	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0097962921	0.0243228809	-0.3055161364	0.0889600977	-0.0149843595	-0.0354924849	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9004348821	2.8393987945	2.4750377661	2.4750377661	
6.2200000000	1.3046463722	-1.8081940948	1.0910200656	1.2588693065	0.9842069123	2.8152895399	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6886701762	-0.2287022202	-0.6475318532	0.3362478065	-0.0803845274	-0.8759288930	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0112001221	0.0243839170	-0.3062485695	0.0909132525	-0.0195010300	-0.0265812161	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8772411688	2.8442816815	2.4750377661	2.4750377661	
6.2400000000	1.0299839780	-2.2812237736	1.4877546349	1.9150072480	0.4043640803	3.2730601968	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6842755779	-0.2288242924	-0.6450904097	0.3316090639	-0.0814831769	-0.8732433051	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0111390860	0.0238956283	-0.3010605020	0.0891432059	-0.0143739986	-0.0166323339	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8992141604	2.8601510643	2.4750377661	2.4750377661	
6.2600000000	1.4877546349	-2.6016632334	1.4572365911	2.2812237736	0.4196231022	3.0594338903	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6770733196	-0.2206454566	-0.6491187915	0.3251392386	-0.0766002899	-0.8744640269	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0119325551	0.0242008087	-0.3047226673	0.0891432059	-0.0129091325	-0.0238956283	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8979934386	2.8638132296	2.4750377661	2.4750377661	
6.2800000000	1.2283512627	-2.7695124743	1.3504234379	2.5101091020	0.3585870146	3.1509880217	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6704814221	-0.2167391470	-0.6485084306	0.3261158160	-0.0726939803	-0.8754406043	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0112001221	0.0251163500	-0.3049668116	0.0890211337	-0.0152285039	-0.0320744640	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.9004348821	2.8455024033	2.4750377661	2.4750377661	
6.3000000000	0.1297016861	-2.8458075837	0.5111772335	1.9913023575	0.6790264744	3.1357289998	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6676737621	-0.2167391470	-0.6395971618	0.3224536507	-0.0753795682	-0.8772716869	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0104066529	0.0241397726	-0.3025253681	0.0886549172	-0.0141298543	-0.0193789578	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8992141604	2.8821240558	2.4750377661	2.4750377661	
6.3200000000	-0.4501411460	-2.0370794232	-0.6790264744	1.3962005035	1.2893873503	2.9678797589	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.0076295109	0.6688944839	-0.2160067140	-0.6320286870	0.3245288777	-0.0829480430	-0.8709239338	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	0.0000610361	-0.0112611582	0.0243839170	-0.3053940642	0.0898146029	-0.0168154421	-0.0235294118	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	0.0000305180	2.8931105516	2.8247501335	2.4750377661	2.4750377661	
