[Time];[G1.X];[G1.Y];[G1.Z];[G2.X];[G2.Y];[G2.Z];[G3.X];[G3.Y];[G3.Z];[G4.X];[G4.Y];[G4.Z];[A1.X];[A1.Y];[A1.Z];[A2.X];[A2.Y];[A2.Z];[A3.X];[A3.Y];[A3.Z];[A4.X];[A4.Y];[A4.Z];[M1.X];[M1.Y];[M1.Z];[M2.X];[M2.Y];[M2.Z];[M3.X];[M3.Y];[M3.Z];[M4.X];[M4.Y];[M4.Z];[EMG1];[EMG2];[PULSEA];[PULSEB]
6.94;-0.450141146;-1.182574197;-0.953688869;-0.358587015;1.884489204;2.037079423;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.686717021;-0.225772488;-0.647165637;0.339055467;-0.085877775;-0.8723888;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010284581;0.024139773;-0.305699245;0.086640726;-0.017425803;-0.028717479;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.897993439;2.84306096;2.475037766;2.475037766
6.96;-0.007629511;-3.257801175;-1.136797131;0.190737774;1.091020066;2.082856489;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.690745403;-0.225772488;-0.657907988;0.339177539;-0.086976425;-0.87348745;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009308003;0.023529412;-0.304783703;0.087190051;-0.017486839;-0.023956664;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.885786221;2.867475395;2.475037766;2.475037766
6.98;1.106279088;-4.188601511;-0.617990387;0.877393759;0.373846037;1.319905394;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.692088197;-0.222842756;-0.654612039;0.339909972;-0.086610208;-0.874952316;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.0099794;0.023590448;-0.305210956;0.084382391;-0.017669947;-0.026215;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.883344778;2.813763638;2.475037766;2.475037766
7;2.25070573;-3.929198138;-0.297550927;0.892652781;0.053406577;1.441977569;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.68720531;-0.226504921;-0.643259327;0.33698024;-0.091004807;-0.872266728;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009124895;0.024567025;-0.304905776;0.089875639;-0.015167468;-0.016327153;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.896772717;2.866254673;2.475037766;2.475037766
7.02;2.143892577;-2.830548562;-0.175478752;0.877393759;0.16021973;1.640344854;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.683543145;-0.231631952;-0.62995346;0.335149157;-0.10016022;-0.867261769;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010223545;0.024750134;-0.304600595;0.084321355;-0.016632334;-0.016327153;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.894331273;2.824750134;2.475037766;2.475037766
7.04;1.213092241;-1.731898985;-0.526436255;0.297550927;0.48065919;1.960784314;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.67878233;-0.239322499;-0.622262913;0.33026627;-0.102479591;-0.871168078;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009430076;0.023285267;-0.305088884;0.090241856;-0.015838865;-0.01559472;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.884565499;2.862592508;2.475037766;2.475037766
7.06;-0.221255818;-1.091020066;-0.80109865;-0.40436408;0.831616693;1.960784314;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.672922866;-0.236636912;-0.629831388;0.327580682;-0.099671931;-0.868726635;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.00967422;0.02481117;-0.303440909;0.091279469;-0.015777829;-0.01699855;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.879682612;2.841840238;2.475037766;2.475037766
7.08;-1.060502022;-0.648508431;-0.48065919;-0.495918212;1.228351263;2.464332036;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.671702144;-0.234561685;-0.63666743;0.3235523;-0.091615168;-0.87348745;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010101473;0.024139773;-0.305882353;0.087556268;-0.016144045;-0.020111391;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.876020447;2.839398795;2.475037766;2.475037766
7.1;-0.465400168;-0.679026474;-0.312809949;-0.114442664;1.258869307;2.418554971;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.673899443;-0.225040055;-0.647043565;0.325261311;-0.087586786;-0.876783398;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010162509;0.024200809;-0.305577173;0.088166629;-0.015106432;-0.022369726;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.873579004;2.827191577;2.475037766;2.475037766
7.12;0.221255818;-1.396200504;-0.48065919;0.205996796;1.380941482;2.388036927;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.676585031;-0.225528344;-0.647775998;0.326970321;-0.085633631;-0.871900511;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010040436;0.024567025;-0.305088884;0.087861448;-0.014618143;-0.019134814;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.910200656;2.830853742;2.475037766;2.475037766
7.14;0.175478752;-2.296482796;-0.999465934;0.755321584;1.045243;2.082856489;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.676340887;-0.226016632;-0.6411841;0.328068971;-0.088075074;-0.870801862;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.00967422;0.024017701;-0.303685054;0.087739376;-0.016754406;-0.027130541;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.916304265;2.858930343;2.475037766;2.475037766
7.16;-0.007629511;-2.876325628;-1.396200504;0.938429847;0.862134737;1.747158007;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.679392691;-0.225040055;-0.641062028;0.330998703;-0.089784085;-0.872144656;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.0099794;0.024872206;-0.304112306;0.092133974;-0.015106432;-0.013092241;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.904097047;2.829633021;2.475037766;2.475037766
7.18;0.297550927;-2.967879759;-1.60982681;1.045243;0.892652781;1.472495613;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.680003052;-0.232364385;-0.633981842;0.332829786;-0.093934539;-0.872022583;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010894942;0.02371252;-0.304356451;0.091157397;-0.013397421;-0.012726024;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.902876326;2.829633021;2.475037766;2.475037766
7.2;0.434882124;-2.388036927;-1.548790723;0.96894789;0.770580606;1.655603876;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.67988098;-0.235538262;-0.629709316;0.33417258;-0.094300755;-0.869703212;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010162509;0.024689097;-0.304722667;0.089753567;-0.014923323;-0.033295186;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.89921416;2.857709621;2.475037766;2.475037766
7.22;0.846875715;-1.243610285;-1.121538109;0.679026474;1.121538109;1.640344854;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.679392691;-0.235904479;-0.623117418;0.336247807;-0.094178683;-0.867505913;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010467689;0.024689097;-0.305210956;0.091950866;-0.01559472;-0.020965896;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.889448386;2.867475395;2.475037766;2.475037766
7.24;0.526436255;-0.907911803;-0.663767453;0.679026474;1.548790723;2.372777905;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.678049897;-0.2371252;-0.628366522;0.331853208;-0.091615168;-0.869947356;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009735256;0.023651484;-0.305271992;0.089143206;-0.013397421;-0.009552148;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.895551995;2.827191577;2.475037766;2.475037766
7.26;0.099183642;-0.755321584;-0.40436408;0.328068971;1.869230182;2.311741817;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.672190433;-0.232852674;-0.631296254;0.329533837;-0.093324178;-0.867505913;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.011200122;0.024017701;-0.30405127;0.089875639;-0.01559472;-0.006378271;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.907759213;2.856488899;2.475037766;2.475037766
7.28;-0.48065919;-0.694285496;-0.694285496;0.114442664;2.25070573;2.738994431;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.674387732;-0.231876097;-0.632516976;0.327092393;-0.091004807;-0.871046006;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009063859;0.024628061;-0.304539559;0.088166629;-0.018707561;-0.032990005;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.880903334;2.85038529;2.475037766;2.475037766
7.3;-1.029983978;-0.694285496;-1.091020066;-0.221255818;2.342259861;2.372777905;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.679148547;-0.225284199;-0.636545357;0.330144198;-0.094056611;-0.873853666;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010650797;0.024261845;-0.303624018;0.091401541;-0.014129854;-0.021087968;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.906538491;2.856488899;2.475037766;2.475037766
7.32;-0.907911803;-0.389105058;-1.243610285;0.251773861;2.17441062;2.311741817;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.678416114;-0.222842756;-0.637888151;0.33307393;-0.084779126;-0.875928893;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.0099794;0.024750134;-0.305760281;0.085542077;-0.015228504;-0.012054627;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.901655604;2.860151064;2.475037766;2.475037766
7.34;0.007629511;-0.633249409;-1.274128328;0.816357672;2.006561379;2.342259861;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.68158999;-0.226504921;-0.640817884;0.335027085;-0.085755703;-0.87409781;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010650797;0.023834592;-0.303257801;0.08627451;-0.014618143;-0.032745861;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.907759213;2.845502403;2.475037766;2.475037766
7.36;0.587472343;-1.28938735;-1.258869307;1.014724956;1.701380942;2.311741817;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.683054856;-0.233096819;-0.638254368;0.33698024;-0.093812467;-0.872755016;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.011139086;0.025238422;-0.303685054;0.089570459;-0.017608911;-0.025787747;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.917524987;2.86381323;2.475037766;2.475037766
7.38;-0.038147555;-2.113374533;-1.121538109;0.694285496;1.457236591;2.17441062;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.68158999;-0.237491417;-0.63556878;0.338933394;-0.097962921;-0.87409781;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010223545;0.023590448;-0.305699245;0.091096361;-0.017059587;-0.016876478;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.900434882;2.844281682;2.475037766;2.475037766
7.4;-0.312809949;-1.869230182;-1.228351263;0.602731365;1.274128328;2.067597467;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.676829175;-0.235904479;-0.632272831;0.332219425;-0.098939498;-0.86958114;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010711833;0.025421531;-0.305333028;0.088899062;-0.015411612;-0.019134814;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.882124056;2.851606012;2.475037766;2.475037766
7.42;-0.251773861;-0.419623102;-1.319905394;-0.022888533;1.36568246;2.327000839;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.674387732;-0.236514839;-0.632883192;0.330632487;-0.097108415;-0.873853666;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010955978;0.023285267;-0.305943389;0.089143206;-0.016876478;-0.029388876;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.902876326;2.865033951;2.475037766;2.475037766
7.44;-0.862134737;0.785839628;-1.304646372;0.099183642;0.907911803;2.754253452;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.677805753;-0.236636912;-0.640451667;0.33026627;-0.092957961;-0.872510872;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009857328;0.025055314;-0.304783703;0.088471809;-0.014679179;-0.03042649;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.901655604;2.836957351;2.475037766;2.475037766
7.46;-0.755321584;0.099183642;-0.999465934;0.297550927;0.602731365;2.800030518;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.682078279;-0.236636912;-0.638620584;0.335271229;-0.097962921;-0.868238346;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010650797;0.023773556;-0.305882353;0.08908217;-0.012603952;-0.026581216;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.904097047;2.836957351;2.475037766;2.475037766
7.48;-0.999465934;-2.647440299;0.450141146;0.663767453;0.389105058;3.257801175;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.691599908;-0.240177005;-0.643381399;0.341008621;-0.093934539;-0.870069429;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010467689;0.024322881;-0.305027848;0.089265278;-0.017120623;-0.02902266;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.904097047;2.841840238;2.475037766;2.475037766
7.5;-0.450141146;-4.966811627;1.533531701;1.167315175;-0.007629511;3.120469978;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.692576486;-0.234683757;-0.641550317;0.340520333;-0.097840848;-0.872144656;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009735256;0.024200809;-0.305027848;0.089875639;-0.015350576;-0.025665675;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.902876326;2.856488899;2.475037766;2.475037766
7.52;1.243610285;-5.058365759;1.762417029;1.411459525;-0.068665599;2.800030518;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.682444495;-0.226016632;-0.628122377;0.3397879;-0.094056611;-0.870313573;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010406653;0.023651484;-0.303624018;0.090302892;-0.014312963;-0.006317235;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.89921416;2.857709621;2.475037766;2.475037766
7.54;2.265964752;-3.685053788;1.121538109;1.487754635;0.526436255;2.281223774;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.676585031;-0.216861219;-0.61481651;0.338078889;-0.091248951;-0.86848249;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010223545;0.024872206;-0.305638209;0.092378119;-0.01699855;-0.01699855;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.877241169;2.823529412;2.475037766;2.475037766
7.56;1.777676051;-1.670862898;-0.190737774;0.465400168;1.243610285;1.487754635;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.672678721;-0.219668879;-0.616037232;0.336491951;-0.097840848;-0.863843748;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010589761;0.024628061;-0.305882353;0.087861448;-0.017730983;-0.032745861;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.913862821;2.855268177;2.475037766;2.475037766
7.58;0.633249409;0.785839628;-2.128633555;-0.16021973;1.777676051;1.167315175;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.669626917;-0.216739147;-0.62323949;0.32916762;-0.089662013;-0.870923934;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.0099794;0.023285267;-0.306004425;0.090241856;-0.017547875;-0.030914778;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.89188983;2.839398795;2.475037766;2.475037766
7.6;0.022888533;1.411459525;-2.937361715;-0.602731365;2.159151598;1.106279088;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.670969711;-0.218692302;-0.634592203;0.325383383;-0.087586786;-0.871168078;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010406653;0.024933242;-0.304905776;0.087617304;-0.015106432;-0.02652018;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.901655604;2.844281682;2.475037766;2.475037766
7.62;-0.007629511;0.175478752;-3.013656825;-0.328068971;2.17441062;1.121538109;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.677317464;-0.224917983;-0.645700771;0.328068971;-0.080872816;-0.873853666;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009246967;0.024322881;-0.304905776;0.088471809;-0.01699855;-0.024139773;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.902876326;2.829633021;2.475037766;2.475037766
7.64;-0.038147555;-1.701380942;-2.327000839;-0.129701686;2.037079423;1.350423438;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.675120165;-0.231876097;-0.651438163;0.326726177;-0.086732281;-0.872877089;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.0099794;0.024628061;-0.305210956;0.092011902;-0.016205081;-0.020172427;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.918745708;2.857709621;2.475037766;2.475037766
7.66;0.129701686;-2.876325628;-2.159151598;0.343327993;1.808194095;1.441977569;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.675364309;-0.235782406;-0.647409781;0.325993744;-0.093568322;-0.872755016;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009918364;0.024505989;-0.304966812;0.091218433;-0.015716793;-0.014251927;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.89188983;2.838178073;2.475037766;2.475037766
7.68;0.495918212;-2.937361715;-1.93026627;0.648508431;1.777676051;1.350423438;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.673777371;-0.238834211;-0.638132296;0.327214466;-0.096986343;-0.871778439;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010955978;0.023468376;-0.305027848;0.092744335;-0.015106432;-0.010589761;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.879682612;2.806439307;2.475037766;2.475037766
7.7;0.450141146;-1.640344854;-2.067597467;0.526436255;1.823453117;0.755321584;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.677439536;-0.240177005;-0.625070573;0.327092393;-0.107240406;-0.869459068;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009246967;0.025787747;-0.30514992;0.087434196;-0.014068818;-0.028229191;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.895551995;2.846723125;2.475037766;2.475037766
7.72;0.358587015;-0.923170825;-1.762417029;0.099183642;1.869230182;0.923170825;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.677683681;-0.244205386;-0.626169223;0.332341497;-0.105531395;-0.867872129;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009796292;0.024200809;-0.306004425;0.089509422;-0.014862287;-0.023590448;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.883344778;2.838178073;2.475037766;2.475037766
7.74;0.282291905;-1.243610285;-1.045243;-0.602731365;1.625085832;1.075761044;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.683543145;-0.24213016;-0.633005264;0.336858167;-0.104310674;-0.868970779;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010467689;0.02511635;-0.305027848;0.087067979;-0.016754406;-0.040131228;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.868696117;2.813763638;2.475037766;2.475037766
7.76;0.709544518;-1.976043336;-0.236514839;-0.190737774;1.258869307;1.579308766;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.691477836;-0.240543221;-0.641916533;0.342717632;-0.094422828;-0.869336996;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010467689;0.023834592;-0.306187533;0.08908217;-0.014373999;-0.036591135;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.911421378;2.834515908;2.475037766;2.475037766
7.78;1.228351263;-2.662699321;0.282291905;0.48065919;0.511177234;1.945525292;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.688914321;-0.229312581;-0.637399863;0.344670787;-0.088807507;-0.870313573;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.011505303;0.02340734;-0.305638209;0.08938735;-0.01669337;-0.02932784;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.894331273;2.847943847;2.475037766;2.475037766
7.8;1.564049744;-2.647440299;0.373846037;1.014724956;0.556954299;1.915007248;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.679148547;-0.221988251;-0.636789502;0.333684291;-0.083070115;-0.870069429;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010101473;0.02371252;-0.305088884;0.086640726;-0.014679179;-0.010589761;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.872358282;2.824750134;2.475037766;2.475037766
7.82;1.976043336;-1.792935073;-0.846875715;0.953688869;0.877393759;1.28938735;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.670847639;-0.214541848;-0.629465171;0.33417258;-0.080750744;-0.870435645;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.008819715;0.024505989;-0.305210956;0.089326314;-0.01638819;-0.013763638;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.876020447;2.833295186;2.475037766;2.475037766
7.84;1.014724956;-0.892652781;-2.128633555;0.358587015;1.731898985;1.472495613;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.668528267;-0.217959869;-0.62433814;0.326604105;-0.084534981;-0.865796902;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010467689;0.024444953;-0.305088884;0.089509422;-0.017608911;-0.022613871;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.910200656;2.85038529;2.475037766;2.475037766
7.86;-1.045243;0.389105058;-3.334096284;-0.022888533;2.281223774;1.396200504;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.671335927;-0.224063478;-0.62323949;0.328191043;-0.088319219;-0.869092851;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.011688411;0.023956664;-0.303929198;0.086640726;-0.015167468;-0.017914092;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.900434882;2.813763638;2.475037766;2.475037766
7.88;-1.28938735;1.411459525;-3.913939117;-0.465400168;2.479591058;1.274128328;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.67316701;-0.225406272;-0.630197604;0.327580682;-0.087953002;-0.869336996;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010833906;0.023834592;-0.304783703;0.086701762;-0.018219272;-0.027985046;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.879682612;2.84306096;2.475037766;2.475037766
7.9;-0.572213321;2.067597467;-3.746089876;-0.328068971;2.616922255;1.380941482;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.677805753;-0.230167086;-0.637033646;0.32916762;-0.089784085;-0.872510872;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.011688411;0.023590448;-0.305271992;0.087373159;-0.01638819;-0.007415885;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.893110552;2.85038529;2.475037766;2.475037766
7.92;-0.389105058;1.915007248;-2.876325628;-0.267032883;2.372777905;1.625085832;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.682566568;-0.237247272;-0.640573739;0.331853208;-0.094789044;-0.871046006;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.009918364;0.024567025;-0.305882353;0.089936675;-0.016021973;-0.027557794;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.91996643;2.85038529;2.475037766;2.475037766
7.94;-0.465400168;0.08392462;-1.731898985;0.495918212;1.777676051;1.915007248;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.007629511;0.688426032;-0.242618448;-0.646921492;0.336614023;-0.091371023;-0.870923934;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;6.10361E-05;-0.010101473;0.025604639;-0.305088884;0.090180819;-0.01699855;-0.011017014;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;0.000030518;2.877241169;2.827191577;2.475037766;2.475037766
